county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
54009,WV,"Brooke, WV",43210,46858,50271,4962,3250,30.78,20.16
36115,NY,"Washington, NY",42093,46149,49202,12703,9031,28.36,20.16
16027,ID,"Canyon, ID",35791,39017,41980,48702,27997,35.06,20.16
21049,KY,"Clark, KY",40588,44012,47411,7994,5152,31.26,20.15
48093,TX,"Comanche, TX",44216,47532,50112,3192,1954,32.88,20.13
06069,CA,"San Benito, CA",54370,61564,68868,14375,8041,35.98,20.12
20059,KS,"Franklin, KS",43532,46307,49652,5990,3464,34.79,20.12
20073,KS,"Greenwood, KS",41624,46373,49675,1536,879,35.13,20.11
54055,WV,"Mercer, WV",38251,41102,44564,10730,8463,25.49,20.11
46097,SD,"Miner, SD",47793,58389,65438,442,310,28.66,20.1
48049,TX,"Brown, TX",40734,43001,46028,8316,5261,31.78,20.1
20085,KS,"Jackson, KS",43615,47644,50620,2978,1780,33.62,20.09
19091,IA,"Humboldt, IA",49608,51870,56985,2378,1336,35.74,20.08
36075,NY,"Oswego, NY",41695,45855,48574,25259,16082,31.54,20.08
13285,GA,"Troup, GA",37690,41915,45441,13894,9266,30.1,20.08
21079,KY,"Garrard, KY",36992,40329,43418,3443,2532,27.31,20.08
54025,WV,"Greenbrier, WV",41459,44179,47283,7222,5182,27.96,20.07
56003,WY,"Big Horn, WY",40898,45433,47259,3254,1600,40.82,20.07
20047,KS,"Edwards, KS",51294,61594,68555,805,418,38.63,20.06
17041,IL,"Douglas, IL",50063,54821,60587,3964,2624,30.29,20.05
55091,WI,"Pepin, WI",49977,54569,57620,1699,1053,32.36,20.05
40093,OK,"Major, OK",42600,43220,47185,1587,1035,30.74,20.05
19077,IA,"Guthrie, IA",52384,57366,63098,2793,1522,36.78,20.04
20207,KS,"Woodson, KS",38265,42420,47014,795,468,34.05,20.04
37009,NC,"Ashe, NC",38065,41284,44203,7222,4124,35.09,20.04
06101,CA,"Sutter, CA",44212,49710,53017,23194,12636,36.77,20.03
39027,OH,"Clinton, OH",45799,48335,52090,8912,5685,31.41,20.03
37195,NC,"Wilson, NC",41803,44562,48642,16108,11154,28.93,20.03
46029,SD,"Codington, SD",51821,56540,59387,6845,3841,35.65,20.01
41055,OR,"Sherman, OR",55593,63097,67558,502,246,40.81,20
20133,KS,"Neosho, KS",40964,44751,47902,4272,2153,39.68,20
08071,CO,"Las Animas, CO",38055,42016,44731,4264,2092,40.75,19.99
30023,MT,"Deer Lodge, MT",40093,44356,46384,2319,1440,32.16,19.97
13261,GA,"Sumter, GA",36889,39790,43130,5428,3769,28.75,19.97
20155,KS,"Reno, KS",41805,45089,47918,17563,8605,40.74,19.96
21235,KY,"Whitley, KY",34631,38398,42266,5338,4613,23.1,19.96
20021,KS,"Cherokee, KS",42630,48048,51492,4886,2743,35.53,19.95
17137,IL,"Morgan, IL",41094,45084,49678,7156,4737,30.14,19.95
17165,IL,"Saline, IL",39674,43234,47402,6716,3396,39.43,19.94
55061,WI,"Kewaunee, WI",48091,52271,54422,5010,2898,34.44,19.92
41011,OR,"Coos, OR",46736,51557,55759,18928,9574,39.37,19.91
19135,IA,"Monroe, IA",46202,49319,52821,1679,1073,31.16,19.91
36009,NY,"Cattaraugus, NY",40704,44629,46775,16143,10496,30.62,19.91
20063,KS,"Gove, KS",55480,63850,69011,663,375,35.19,19.9
37029,NC,"Camden, NC",49318,52032,55457,2702,1524,35.28,19.9
19105,IA,"Jones, IA",45074,48104,51576,5056,2933,34.31,19.9
20089,KS,"Jewell, KS",48311,56799,60881,770,429,35.7,19.89
35023,NM,"Hidalgo, NM",42896,47293,51465,880,601,29.13,19.89
31035,NE,"Clay, NE",52353,58528,63915,1591,846,37.36,19.87
24019,MD,"Dorchester, MD",46221,49363,54075,6646,4595,28.75,19.87
54081,WV,"Raleigh, WV",42917,43888,47265,15426,10621,28.86,19.87
35061,NM,"Valencia, NM",36192,39980,43485,16832,10302,32.46,19.87
36041,NY,"Hamilton, NY",49017,52685,54556,1098,692,31.51,19.86
26053,MI,"Gogebic, MI",42173,46469,48705,4488,2250,39.59,19.85
47183,TN,"Weakley, TN",38337,41133,45366,5028,4279,23.33,19.85
31167,NE,"Stanton, NE",47073,54803,61286,1752,795,43.71,19.84
19057,IA,"Des Moines, IA",50450,53254,56425,10751,5436,39.23,19.84
37159,NC,"Rowan, NC",39508,42922,46763,32638,19334,33.5,19.84
28043,MS,"Grenada, MS",35452,38553,41935,4647,2867,32.15,19.84
06009,CA,"Calaveras, CA",50310,55355,57726,14445,7011,40.84,19.82
37191,NC,"Wayne, NC",42187,45415,49881,29159,16330,35.38,19.82
18177,IN,"Wayne, IN",41867,45140,48785,14331,9003,31.54,19.82
27043,MN,"Faribault, MN",42468,49095,54496,3630,1939,37.07,19.8
19137,IA,"Montgomery, IA",41310,44375,48436,2589,1371,37.39,19.8
29209,MO,"Stone, MO",41537,44432,46852,8806,4895,35.63,19.8
29201,MO,"Scott, MO",41226,44714,47750,7050,5180,26.93,19.79
13015,GA,"Bartow, GA",40386,43775,47162,21804,14078,30.65,19.79
40101,OK,"Muskogee, OK",38355,40934,43699,14539,9023,31.88,19.78
23003,ME,"Aroostook, ME",42725,47070,49883,16447,9897,32.85,19.77
19073,IA,"Greene, IA",48302,52189,58799,2226,1246,35.29,19.76
27113,MN,"Pennington, MN",54201,59713,65416,4158,1911,42.96,19.75
31053,NE,"Dodge, NE",48081,52163,56298,8075,4806,33.18,19.75
56005,WY,"Campbell, WY",53876,54040,56008,11380,5964,37.68,19.75
42117,PA,"Tioga, PA",41371,44366,47572,7886,5764,27.01,19.74
26121,MI,"Muskegon, MI",39646,44159,46701,45341,23532,38.03,19.74
18099,IN,"Marshall, IN",42506,46031,51474,8365,6105,27.04,19.73
55103,WI,"Richland, WI",44285,48132,50749,3761,2437,30.45,19.73
17015,IL,"Carroll, IL",40903,45742,49976,3507,2110,32.8,19.73
51155,VA,"Pulaski, VA",39965,43597,47174,9133,5054,35.64,19.72
26165,MI,"Wexford, MI",37886,41937,44697,8138,4583,35.01,19.72
51001,VA,"Accomack, VA",48224,51730,57520,6172,4693,25.92,19.71
13173,GA,"Lanier, GA",30792,33643,36086,1957,1395,27.65,19.71
31107,NE,"Knox, NE",46881,53730,57577,2203,1148,37.81,19.7
19025,IA,"Calhoun, IA",47897,50233,57289,2510,1367,36.17,19.7
46047,SD,"Fall River, SD",45904,48905,51225,1798,1032,34.33,19.7
19179,IA,"Wapello, IA",39029,42551,44912,7799,4728,32.48,19.69
56009,WY,"Converse, WY",69603,68246,69583,3518,1865,37.12,19.68
27023,MN,"Chippewa, MN",48039,52027,57395,3031,1622,36.78,19.68
33007,NH,"Coos, NH",45254,49535,52132,7114,4775,29.31,19.67
26017,MI,"Bay, MI",43230,47430,50396,27270,14722,36.44,19.67
19097,IA,"Jackson, IA",45647,49345,53777,4367,2673,32.12,19.66
30053,MT,"Lincoln, MT",38977,42915,43782,5235,2999,34.32,19.66
51171,VA,"Shenandoah, VA",46388,49839,53753,8534,6121,27.4,19.65
26127,MI,"Oceana, MI",39469,43760,46015,5779,3615,31.41,19.65
38065,ND,"Oliver, ND",45448,52046,63441,606,269,44.23,19.64
02105,AK,"Hoonah-Angoon Census Area, AK",59560,56226,60837,662,342,37.96,19.61
19159,IA,"Ringgold, IA",48483,51565,57317,1166,652,35.08,19.61
19067,IA,"Floyd, IA",47223,49861,56044,3823,2133,35.11,19.59
18137,IN,"Ripley, IN",42128,45942,49158,5540,3785,28.67,19.59
13221,GA,"Oglethorpe, GA",38746,39427,43517,2707,2049,25.87,19.58
46111,SD,"Sanborn, SD",53894,62682,64677,499,316,30.9,19.57
30107,MT,"Wheatland, MT",40321,43115,44640,491,303,31.72,19.57
26095,MI,"Luce, MI",35772,41624,43526,1685,946,34.86,19.57
37143,NC,"Perquimans, NC",43540,46690,51577,3688,1992,36.22,19.56
42035,PA,"Clinton, PA",43321,47075,49312,5766,4956,22.76,19.56
18039,IN,"Elkhart, IN",45873,49321,55007,35218,25479,27.02,19.55
38011,ND,"Bowman, ND",68487,69660,77069,720,410,34.32,19.54
18031,IN,"Decatur, IN",45351,49285,53393,4750,3495,26.55,19.54
17107,IL,"Logan, IL",37877,42169,47074,6812,3934,33.83,19.54
48321,TX,"Matagorda, TX",45851,47528,50775,7871,4706,32.66,19.53
51071,VA,"Giles, VA",40611,43685,48098,3975,2373,32.71,19.53
48251,TX,"Johnson, TX",45041,47724,51619,34092,21869,30.43,19.52
19001,IA,"Adair, IA",49947,54324,61765,1778,995,34.86,19.51
41043,OR,"Linn, OR",44501,48357,52695,36422,17292,41.1,19.51
37045,NC,"Cleveland, NC",38518,41569,45544,21579,13135,32.03,19.5
40059,OK,"Harper, OK",54839,52763,54555,916,502,35.56,19.49
54093,WV,"Tucker, WV",44161,48388,52251,1224,1050,22.73,19.49
48377,TX,"Presidio, TX",50154,55514,61776,804,862,18.17,19.48
20137,KS,"Norton, KS",41323,48656,51714,1604,778,40.17,19.48
45075,SC,"Orangeburg, SC",35639,38860,42376,20258,11500,34.32,19.48
20139,KS,"Osage, KS",42907,47130,50353,3557,2140,32.32,19.45
29219,MO,"Warren, MO",44910,47227,50001,8006,4695,33.16,19.45
13231,GA,"Pike, GA",42398,44985,48643,3797,2469,29.92,19.45
48463,TX,"Uvalde, TX",44957,48807,53257,4507,3261,26.87,19.44
41037,OR,"Lake, OR",40872,44274,47066,2056,1163,34.37,19.44
42123,PA,"Warren, PA",43634,46945,49356,8300,5647,28.54,19.42
16031,ID,"Cassia, ID",45152,48220,47780,5271,2780,36.83,19.42
02070,AK,"Dillingham Census Area, AK",58303,59097,61572,783,563,26.98,19.4
55065,WI,"Lafayette, WI",43860,48962,52194,3604,2211,31.62,19.4
40125,OK,"Pottawatomie, OK",40419,42897,46730,16267,9370,33.69,19.4
40153,OK,"Woodward, OK",37189,39048,41180,3984,2665,29,19.4
48317,TX,"Martin, TX",78790,73094,84121,817,625,25.35,19.39
40011,OK,"Blaine, OK",47191,45732,53081,2045,1355,29.26,19.39
38029,ND,"Emmons, ND",48876,64339,72883,825,470,34.02,19.38
29205,MO,"Shelby, MO",38989,43499,48578,1166,802,28.18,19.38
20205,KS,"Wilson, KS",41246,45110,47962,2096,1161,34.99,19.38
47127,TN,"Moore, TN",43240,45380,48015,1165,905,24.93,19.37
06091,CA,"Sierra, CA",41365,44542,47135,1067,446,46.35,19.37
39107,OH,"Mercer, OH",50173,54089,59089,7902,5256,29.11,19.36
56031,WY,"Platte, WY",51705,51050,53368,2210,1252,34.14,19.34
31101,NE,"Keith, NE",45436,48869,52394,2530,1154,42.41,19.34
40071,OK,"Kay, OK",41547,44804,47817,10830,5683,36.86,19.34
24001,MD,"Allegany, MD",41720,45070,47347,14915,9635,29.94,19.34
27081,MN,"Lincoln, MN",46805,51669,57110,1415,764,35.8,19.33
30105,MT,"Valley, MT",46099,50260,56541,2110,1019,40.02,19.33
40113,OK,"Osage, OK",37056,39439,42015,11191,6450,33.53,19.33
27117,MN,"Pipestone, MN",53252,58005,61106,2127,1201,34.21,19.31
21179,KY,"Nelson, KY",44046,47852,51367,11563,6057,36.87,19.31
48215,TX,"Hidalgo, TX",28256,31342,34503,115385,93736,23.76,19.3
39175,OH,"Wyandot, OH",45761,50254,54342,4344,2961,28.31,19.29
19045,IA,"Clinton, IA",45194,48420,52308,11104,6309,33.95,19.29
26003,MI,"Alger, MI",35126,39479,42171,1778,1352,25.37,19.29
13179,GA,"Liberty, GA",35581,38518,41672,15500,6954,42.99,19.29
42121,PA,"Venango, PA",43572,47240,50691,8985,7306,23.71,19.28
39149,OH,"Shelby, OH",45896,49486,52547,9474,6266,29.13,19.27
48245,TX,"Jefferson, TX",43650,45749,48243,54818,32424,32.57,19.27
48133,TX,"Eastland, TX",67745,59608,66400,4383,2416,34.91,19.24
19119,IA,"Lyon, IA",56964,56596,61551,2625,1469,34.38,19.24
26041,MI,"Delta, MI",40047,44204,46524,10142,5079,38.41,19.24
31143,NE,"Polk, NE",53709,57864,65364,1318,698,36.31,19.23
06105,CA,"Trinity, CA",32079,34293,36906,3631,1868,37.37,19.23
13195,GA,"Madison, GA",38459,39298,43445,5787,3926,28.33,19.22
04007,AZ,"Gila, AZ",41033,45429,48752,15653,7634,39.39,19.21
55003,WI,"Ashland, WI",40816,43493,46418,3939,2047,36.97,19.21
17095,IL,"Knox, IL",39116,43913,47985,11928,6697,34.19,19.2
37161,NC,"Rutherford, NC",35607,38741,42376,16253,9247,33.75,19.2
17155,IL,"Putnam, IL",64855,66005,74073,1555,807,36.98,19.19
20117,KS,"Marshall, KS",42940,48437,50995,2100,1301,30.98,19.19
42047,PA,"Elk, PA",46954,51310,51653,5545,4246,25.04,19.18
31151,NE,"Saline, NE",42769,46753,51623,2866,1724,31.89,19.18
39155,OH,"Trumbull, OH",40338,43700,46356,37501,27419,26.23,19.18
29129,MO,"Mercer, MO",32105,35568,37104,679,464,28.07,19.18
42115,PA,"Susquehanna, PA",48990,51186,55354,7677,5789,25.42,19.17
39011,OH,"Auglaize, OH",47864,51426,54964,9584,5961,30.83,19.17
48499,TX,"Wood, TX",42156,44730,47546,10951,6283,33.42,19.17
18161,IN,"Union, IN",39262,43019,47359,1421,978,27.86,19.17
49037,UT,"San Juan, UT",29299,32289,34038,3316,1762,36.07,19.17
06077,CA,"San Joaquin, CA",45547,51766,57783,154692,91108,32.54,19.16
19099,IA,"Jasper, IA",43206,46341,50190,8758,5011,33.48,19.16
45071,SC,"Newberry, SC",40342,43190,46917,7787,5062,29.47,19.16
13295,GA,"Walker, GA",35186,37697,40744,14539,9346,29.81,19.16
27127,MN,"Redwood, MN",52951,60667,63700,3687,1972,35.8,19.15
20013,KS,"Brown, KS",45399,48769,51906,2283,1245,35.11,19.15
47103,TN,"Lincoln, TN",41767,44963,48683,5800,4592,24.19,19.15
13063,GA,"Clayton, GA",28280,32446,36056,57890,34281,32.33,19.15
55011,WI,"Buffalo, WI",45734,49202,53031,3131,1827,32.81,19.14
19085,IA,"Harrison, IA",46305,48857,55468,3403,1888,34.48,19.13
21221,KY,"Trigg, KY",40074,43726,47026,3796,1976,36.75,19.13
26039,MI,"Crawford, MI",37722,42782,44116,4139,2010,39.4,19.13
29157,MO,"Perry, MO",42747,45738,48474,3386,2524,25.65,19.12
48465,TX,"Val Verde, TX",39906,42532,46642,7838,5682,26.38,19.12
38025,ND,"Dunn, ND",74483,73707,80976,1134,587,36.91,19.11
26147,MI,"St. Clair, MI",45733,50390,52805,43909,21650,38.74,19.1
18091,IN,"LaPorte, IN",42076,45323,49508,23774,14761,30.76,19.1
56041,WY,"Uinta, WY",41297,42704,44157,4758,2501,36.34,19.1
16061,ID,"Lewis, ID",53580,59260,62533,1167,526,42.36,19.09
47145,TN,"Roane, TN",43488,46373,49972,12990,7522,32.96,19.09
53041,WA,"Lewis, WA",44310,48320,52517,22929,10768,40.64,19.08
12053,FL,"Hernando, FL",39733,42585,46080,50745,27276,35.5,19.08
48089,TX,"Colorado, TX",51419,54702,59219,3907,2744,27.16,19.07
28063,MS,"Jefferson, MS",33929,37139,40349,1371,924,28.28,19.06
27135,MN,"Roseau, MN",47177,54279,60337,3874,1974,37.34,19.03
31065,NE,"Furnas, NE",46142,53829,59961,1268,637,37.88,19.03
30089,MT,"Sanders, MT",37037,41201,42153,2907,1727,32.03,19.03
38037,ND,"Grant, ND",43268,54801,57313,620,321,36.73,19.02
55121,WI,"Trempealeau, WI",43745,46772,49712,6812,3821,33.91,19.02
48471,TX,"Walker, TX",30157,31523,33345,12629,8882,27.04,19.02
31011,NE,"Boone, NE",56680,66670,74085,1376,690,37.92,19.01
51197,VA,"Wythe, VA",36422,39930,43593,6225,4015,29.47,19.01
16087,ID,"Washington, ID",36859,40441,41119,2735,1362,38.12,18.99
18145,IN,"Shelby, IN",44467,47828,52065,8019,5884,25.87,18.98
38079,ND,"Rolette, ND",41420,48719,52939,3739,1578,44.95,18.97
36017,NY,"Chenango, NY",42909,47183,50568,9987,6475,29.26,18.97
29135,MO,"Moniteau, MO",38417,43446,46530,2655,2034,24.77,18.97
29131,MO,"Miller, MO",37824,41385,43510,5028,3318,28.74,18.97
24011,MD,"Caroline, MD",46197,48287,53549,5925,4307,26.08,18.96
20145,KS,"Pawnee, KS",42043,45468,48441,1876,950,37.44,18.96
42083,PA,"McKean, PA",45010,48118,51169,7597,5538,26,18.95
29117,MO,"Livingston, MO",39106,43802,46069,3075,2011,28.98,18.95
53021,WA,"Franklin, WA",39324,42756,45937,17630,10285,32.48,18.95
17185,IL,"Wabash, IL",43157,47397,51743,3395,1540,41.76,18.94
55023,WI,"Crawford, WI",43205,46612,49273,3950,2225,33.63,18.94
26153,MI,"Schoolcraft, MI",41573,46639,49103,1809,1175,29.16,18.94
26071,MI,"Iron, MI",44218,47339,49653,2622,1634,30.38,18.93
39023,OH,"Clark, OH",41168,44990,47929,29417,17423,31.95,18.93
47041,TN,"DeKalb, TN",41954,44606,47634,3205,2716,22.34,18.93
26059,MI,"Hillsdale, MI",35908,39486,42365,9996,5942,31.85,18.93
37057,NC,"Davidson, NC",41164,44191,48086,39917,22226,33.98,18.92
48469,TX,"Victoria, TX",53174,54194,58479,20511,11419,33.97,18.91
18169,IN,"Wabash, IN",42830,46803,51300,5979,4057,27.87,18.91
41069,OR,"Wheeler, OR",36225,39648,42637,460,209,41.63,18.91
17195,IL,"Whiteside, IL",43859,48391,52341,13624,7392,34.84,18.9
01067,AL,"Henry, AL",44657,46518,51184,3580,2308,29.31,18.9
12017,FL,"Citrus, FL",39985,42292,45050,38515,22347,32.57,18.9
28097,MS,"Montgomery, MS",35009,38639,41252,2061,1329,29.32,18.9
31173,NE,"Thurston, NE",41718,49998,57406,1520,739,38.85,18.89
46025,SD,"Clark, SD",47342,69360,71383,775,470,31.12,18.88
17035,IL,"Cumberland, IL",74063,78347,84035,2498,1437,32.8,18.87
35035,NM,"Otero, NM",35385,38978,41657,17678,8365,39.89,18.87
48101,TX,"Cottle, TX",53393,61049,73613,374,201,35.08,18.86
01015,AL,"Calhoun, AL",36869,39546,42621,25087,14890,31.77,18.86
32013,NV,"Humboldt, NV",47967,50801,53564,3654,2106,32.7,18.85
48275,TX,"Knox, TX",42658,46817,50320,768,464,31.19,18.85
16045,ID,"Gem, ID",39541,42252,45441,4027,2339,32.45,18.85
19071,IA,"Fremont, IA",49423,53171,59090,2014,941,40.31,18.84
41013,OR,"Crook, OR",43670,47093,50708,6741,3348,37.93,18.84
29011,MO,"Barton, MO",35273,40842,42329,2209,1527,27.26,18.84
28083,MS,"Leflore, MS",38631,43521,48265,4856,3330,27.44,18.82
27073,MN,"Lac qui Parle, MN",49909,58221,65109,1809,924,36.83,18.81
48497,TX,"Wise, TX",47794,50376,53871,15113,8590,33.1,18.81
45017,SC,"Calhoun, SC",43214,46304,50375,3311,2026,30.74,18.81
01123,AL,"Tallapoosa, AL",42151,44772,48344,8487,5418,29.47,18.81
19009,IA,"Audubon, IA",50982,53279,62773,1444,754,35.99,18.79
54091,WV,"Taylor, WV",42680,43876,47328,3514,2334,28.29,18.79
26141,MI,"Presque Isle, MI",40274,44888,47138,3476,1873,34.88,18.79
31147,NE,"Richardson, NE",49797,54936,60001,2068,1077,36.07,18.78
17079,IL,"Jasper, IL",42118,48543,54032,2470,1257,36.9,18.78
18093,IN,"Lawrence, IN",43253,47040,51160,9342,6050,29,18.78
48481,TX,"Wharton, TX",46646,48423,52948,8654,5045,32.2,18.77
16003,ID,"Adams, ID",40107,42496,44261,1250,620,37.84,18.77
48271,TX,"Kinney, TX",36759,40219,42929,991,541,34.37,18.77
48479,TX,"Webb, TX",34757,37273,40850,37994,28722,24.82,18.76
48075,TX,"Childress, TX",33254,36264,39953,1454,984,27.72,18.76
32001,NV,"Churchill, NV",45923,49871,54726,7588,3154,45.1,18.75
21047,KY,"Christian, KY",38150,41809,45643,15422,7604,38.02,18.75
47017,TN,"Carroll, TN",36312,37686,40502,4945,3622,25.6,18.75
48277,TX,"Lamar, TX",43454,46767,50699,11571,6406,33.85,18.74
18179,IN,"Wells, IN",42667,45661,49953,6316,3560,33.2,18.72
49023,UT,"Juab, UT",39419,43485,48060,2347,1224,35.89,18.72
17103,IL,"Lee, IL",42295,46704,51124,9175,4688,36.62,18.71
23021,ME,"Piscataquis, ME",40332,45711,48987,4075,2430,31.37,18.71
30085,MT,"Roosevelt, MT",36659,40608,43207,2439,1199,38.04,18.7
31085,NE,"Hayes, NE",70204,81633,90144,301,122,46.09,18.68
55069,WI,"Lincoln, WI",45879,49098,51407,7073,3854,34.29,18.68
21167,KY,"Mercer, KY",37023,39945,43163,4801,2817,31.84,18.68
39167,OH,"Washington, OH",44669,47691,50549,13836,8070,32.01,18.67
42015,PA,"Bradford, PA",43589,46144,49063,10292,8027,23.93,18.67
36057,NY,"Montgomery, NY",42045,46018,48821,11654,6379,34.08,18.66
20003,KS,"Anderson, KS",39916,45567,52810,1596,982,30.31,18.65
39003,OH,"Allen, OH",43618,47314,50353,22622,12902,32.71,18.65
19051,IA,"Davis, IA",39716,41318,44337,1815,1048,32.3,18.65
31097,NE,"Johnson, NE",34566,38725,42104,897,694,24.11,18.65
19063,IA,"Emmet, IA",44863,45761,51890,2524,1203,39.1,18.63
13201,GA,"Miller, GA",43901,46907,50213,1490,743,37.36,18.63
39129,OH,"Pickaway, OH",42334,46614,49425,10750,7555,26.51,18.63
08099,CO,"Prowers, CO",39677,41752,46073,2859,1447,36.8,18.63
19069,IA,"Franklin, IA",47999,50950,59466,2561,1322,36.08,18.62
18051,IN,"Gibson, IN",46659,50211,53562,7431,4258,32.5,18.62
18109,IN,"Morgan, IN",44963,47662,51539,14223,9052,29.26,18.62
48125,TX,"Dickens, TX",40807,46630,50869,458,302,28.22,18.61
12129,FL,"Wakulla, FL",39253,41625,45669,8199,4449,34.3,18.61
54065,WV,"Morgan, WV",38901,41709,44779,3689,2497,27.48,18.6
47045,TN,"Dyer, TN",42418,46124,51559,7865,4685,31.19,18.58
28125,MS,"Sharkey, MS",36950,44102,50467,792,564,26.09,18.58
54051,WV,"Marshall, WV",42578,43761,47456,6671,4233,29.28,18.58
30003,MT,"Big Horn, MT",31525,35760,36517,2802,1402,37.14,18.58
38081,ND,"Sargent, ND",62204,68049,74799,1126,533,39.23,18.57
20075,KS,"Hamilton, KS",53795,72299,71468,335,305,20.39,18.56
19089,IA,"Howard, IA",47764,51067,58411,2119,1162,33.85,18.56
48035,TX,"Bosque, TX",44165,46807,50943,4875,2452,36.84,18.53
40099,OK,"Murray, OK",43630,45070,48831,2576,1794,26.6,18.53
30083,MT,"Richland, MT",59985,59934,61645,2771,1370,37.45,18.51
18171,IN,"Warren, IN",42880,48047,52196,1986,1093,33.61,18.5
01041,AL,"Crenshaw, AL",37965,39921,46038,2144,1792,22.14,18.5
05063,AR,"Independence, AR",36060,38631,42120,7584,4665,30.08,18.5
48421,TX,"Sherman, TX",99946,95726,122945,639,377,31.34,18.49
27089,MN,"Marshall, MN",50621,63411,68963,2192,1210,33.5,18.49
08043,CO,"Fremont, CO",35147,38325,41017,11995,6900,32.14,18.49
17117,IL,"Macoupin, IL",41774,45687,49950,10623,5941,33.04,18.48
29115,MO,"Linn, MO",39614,43234,45966,2065,1529,24.94,18.47
29159,MO,"Pettis, MO",37712,40827,43693,9521,5196,33.85,18.47
47019,TN,"Carter, TN",35153,37632,40739,12101,7797,28.66,18.47
29041,MO,"Chariton, MO",44366,48933,51590,1344,971,25.55,18.46
41019,OR,"Douglas, OR",42488,46948,50595,32185,15029,39.54,18.46
19111,IA,"Lee, IA",42384,45316,48394,8798,4460,36.41,18.46
35039,NM,"Rio Arriba, NM",34872,38992,42467,9257,4944,34.57,18.46
42099,PA,"Perry, PA",46931,50363,53700,8059,6084,24.44,18.45
39039,OH,"Defiance, OH",41542,45046,47933,8304,4781,32.04,18.45
27001,MN,"Aitkin, MN",42044,46856,49255,4713,2280,38.11,18.44
50009,VT,"Essex, VT",41733,45107,48120,1243,876,26.17,18.44
48281,TX,"Lampasas, TX",52701,55465,58507,6307,2757,42.15,18.43
40137,OK,"Stephens, OK",43968,45647,48328,7860,5553,26.08,18.43
48395,TX,"Robertson, TX",44992,47569,52894,3368,2148,28.89,18.42
19107,IA,"Keokuk, IA",45012,48468,52878,2361,1314,33.1,18.42
18061,IN,"Harrison, IN",44710,47866,51770,8435,5221,29.74,18.41
26001,MI,"Alcona, MI",41782,46504,49262,2809,1580,32.74,18.41
01119,AL,"Sumter, AL",32079,35200,38253,2473,1410,32.3,18.41
19007,IA,"Appanoose, IA",39600,43053,46396,3286,1629,37.12,18.4
20109,KS,"Logan, KS",48342,58592,63461,848,353,44.19,18.39
18007,IN,"Benton, IN",41626,47708,53602,1855,1077,31.67,18.39
37111,NC,"McDowell, NC",36377,39398,42960,11404,6109,34.33,18.39
48431,TX,"Sterling, TX",60248,59869,65866,168,140,22.05,18.37
21001,KY,"Adair, KY",33442,37409,41385,3230,2405,24.67,18.37
21163,KY,"Meade, KY",39859,43040,46893,6971,3589,35.66,18.36
37093,NC,"Hoke, NC",34507,37467,41652,13977,6472,39.65,18.36
48435,TX,"Sutton, TX",71242,64619,68431,602,453,24.39,18.35
31125,NE,"Nance, NE",40694,47317,55096,992,461,39.49,18.35
17175,IL,"Stark, IL",41033,48612,56551,1205,704,31.39,18.34
36049,NY,"Lewis, NY",46957,51181,54629,5233,3370,28.48,18.34
48213,TX,"Henderson, TX",42660,44938,48594,19185,10618,33.09,18.32
45001,SC,"Abbeville, SC",34990,38094,40596,5022,3157,29.14,18.32
20209,KS,"Wyandotte, KS",33693,36422,39143,30879,19242,29.4,18.32
26087,MI,"Lapeer, MI",44648,49285,52034,23048,11489,36.72,18.31
17057,IL,"Fulton, IL",38671,42623,46395,8763,4623,34.71,18.31
48067,TX,"Cass, TX",39831,43281,46101,5434,3838,25.93,18.31
40121,OK,"Pittsburg, OK",39340,40110,42102,9905,5656,32.06,18.31
05109,AR,"Pike, AR",33089,34971,40806,2233,1375,29.73,18.31
31095,NE,"Jefferson, NE",48162,52524,56274,1778,948,34.32,18.3
51193,VA,"Westmoreland, VA",44800,47863,50190,3915,2440,29.36,18.3
16007,ID,"Bear Lake, ID",40547,43776,45385,1572,731,39.33,18.29
31061,NE,"Franklin, NE",52677,62114,68092,865,409,38.67,18.28
47155,TN,"Sevier, TN",43223,46027,49012,22143,12838,31.53,18.28
45081,SC,"Saluda, SC",37994,40423,44503,3855,2629,26.8,18.28
29227,MO,"Worth, MO",37715,40892,41952,400,263,27.8,18.28
31015,NE,"Boyd, NE",58251,65645,74685,506,266,34.75,18.27
19065,IA,"Fayette, IA",44047,47074,51226,4353,2489,31.95,18.27
48191,TX,"Hall, TX",34368,38506,48706,586,380,28.16,18.26
48185,TX,"Grimes, TX",37881,39626,41914,5654,3577,28.86,18.26
47161,TN,"Stewart, TN",42737,45248,48205,2465,1768,25.44,18.25
18053,IN,"Grant, IN",39179,42730,46892,13752,8018,31.31,18.25
18095,IN,"Madison, IN",39056,42185,45755,27825,16476,30.82,18.25
39135,OH,"Preble, OH",41128,45111,48600,8394,5257,29.12,18.24
48459,TX,"Upshur, TX",39605,40755,43308,9449,5131,33.59,18.24
21101,KY,"Henderson, KY",41157,45247,49580,10036,5799,31.54,18.23
28115,MS,"Pontotoc, MS",35400,38936,41866,6516,3831,31.01,18.23
48137,TX,"Edwards, TX",62452,73295,73981,389,237,29.9,18.22
19109,IA,"Kossuth, IA",50626,52736,60595,4053,1905,38.76,18.22
