id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
1480,13,25.5,0,3.7,32,1841,0.057,37,22,143
1481,11,14.7,0,3.6,76,447,0.017,84,70,86
1482,11,17.8,0,0.9,39,1628,0.006,77,40,10
1483,11,23.5,0,3,33,1801,0.03,50,32,108
1484,13,16.6,0,3.7,60,1328,0.043,36,25,12
1485,2,17.9,1,0.1,91,383,0.004,29,26,22
1486,22,18.2,0,2.2,30,1782,0.054,46,25,144
1487,21,14.7,0,1.6,31,1175,0.052,77,68,138
1488,6,15.4,0,0.7,69,857,0.041,46,32,23
1489,22,21.3,0,1.2,71,471,0.048,82,47,186
1490,22,18.8,0,3,32,2000,0.044,28,17,224
1491,15,15,0,5,29,1418,0.06,56,49,284
1492,14,21.4,0,5.7,23,1825,0.058,102,18,136
1494,11,13.7,0,3.8,36,1789,0.034,100,24,73
1495,5,6.8,0,1.1,81,1450,0.031,55,21,8
1496,10,8.7,0,0.6,61,1949,0.018,21,20,61
1497,16,23.6,0,4.4,51,1991,0.034,34,22,109
1498,21,25.6,0,2.7,11,2000,0.038,18,11,278
1499,22,15,0,2.5,56,2000,0.048,44,16,121
1500,22,20.8,0,2.1,57,2000,0.013,32,19,219
1502,2,13.6,0,2.2,70,491,0.039,69,39,21
1506,6,11.1,0,1.7,75,1105,0.035,78,20,14
1507,22,10.1,0,3.1,20,2000,0.036,58,14,112
1508,19,13.3,0,2,71,1403,0.055,48,24,107
1509,12,18.7,0,4.6,34,1812,0.045,51,22,125
1510,19,22.2,0,4.2,29,2000,0.046,38,12,241
1515,18,23.2,0,1.3,35,1954,0.061,52,34,247
1516,8,15.8,0,1.4,57,1077,0.031,47,29,202
1517,8,10.1,0,2,70,788,0.016,61,29,47
1518,18,25.6,0,3,41,1213,0.092,85,47,253
1519,12,25,0,1.8,27,2000,0.049,25,14,153
1520,8,15.6,0,2.2,53,1036,0.028,126,32,29
1521,2,11,0,0.4,42,1926,0.037,27,19,23
1522,0,9.6,0,3.2,66,1957,0.034,51,14,50
1523,15,15.9,0,4.3,15,2000,0.048,55,11,105
1524,9,9.1,0,1.3,88,224,0.015,77,67,49
1525,23,19.2,0,3,29,2000,0.045,59,26,163
1526,11,22.7,0,4.7,41,1781,0.048,38,21,85
1527,20,15.9,0,3.5,43,2000,0.045,21,17,128
1529,5,11.1,0,0.9,38,1718,0.064,63,38,9
1530,10,14.4,0,2.1,49,1581,0.025,49,25,82
1531,10,12.7,0,0.9,52,1566,0.021,53,25,64
1532,7,11.4,0,0.8,35,1100,0.022,64,55,31
1535,4,13.4,0,1.4,79,815,0.027,47,22,9
1538,3,12.8,0,2,38,802,0.016,94,82,15
1540,1,11.5,0,1.2,73,774,,,,79
1541,3,16.3,0,2.4,59,792,0.018,111,65,25
1542,17,19.6,0,5,22,2000,0.047,41,16,181
1543,13,26.2,0,2.6,38,1610,0.025,41,26,91
1544,2,17.4,0,0.5,50,1779,0.004,74,45,33
1545,4,13.5,0,0.9,52,2000,0.051,32,20,11
1546,7,18.5,0,1.2,77,629,0.055,48,32,117
1547,17,19.8,0,2.9,68,636,0.05,63,39,138
1548,19,25.1,0,4.7,55,1222,0.083,60,38,293
1549,6,15.6,0,1.1,63,1211,0.023,45,31,30
1551,0,19.7,0,3.4,76,749,0.065,48,31,100
1553,18,,,,,,,,,1
1557,23,9.5,0,2.9,37,2000,0.036,56,15,58
1558,7,7,0,1.1,75,1981,0.023,57,14,88
1560,5,12.8,0,0.3,74,1333,0.006,36,20,14
1561,6,14,0,0.7,51,2000,0.013,42,26,33
1562,14,14.1,1,3.2,50,1645,0.045,46,39,2
1564,13,21.2,0,4.2,26,1542,0.056,129,27,108
1565,5,14.9,0,1,63,633,0.077,81,47,15
1570,13,20.5,0,2.8,22,1959,0.064,51,26,214
1573,12,17.4,0,2.8,74,1167,0.035,36,25,61
1575,16,29.4,0,2.2,24,1703,0.062,43,28,130
1576,13,26,0,3.3,40,1766,0.053,38,23,173
1578,0,18.3,0,2.6,47,2000,0.033,49,32,107
1579,23,13.3,0,1.4,76,780,0.012,51,43,96
1580,6,7.9,0,0.3,75,1472,0.036,43,17,21
1581,11,9.6,0,3.3,99,269,0.024,22,,37
1582,8,6.7,0,2.1,58,801,0.004,81,67,181
1584,9,11.4,0,0.7,59,1297,0.021,45,25,119
1588,9,9.8,0,0.3,83,471,0.021,36,,86
1589,11,17.6,0,2.3,30,1064,0.032,43,20,88
1590,6,18.2,0,0.4,80,661,0.059,48,30,46
1591,18,14,0,3.7,14,1992,0.045,,,221
1592,13,26.7,0,2.8,34,1687,0.052,53,31,91
1593,9,13,0,2.6,65,582,0.012,71,36,79
1594,9,16,0,0.5,54,1192,0.012,127,33,53
1595,23,18.8,0,1.3,46,2000,0.044,40,27,153
1597,13,23.2,0,3.7,45,527,0.069,225,61,91
1598,6,13.1,0,0.7,84,236,0.041,112,66,19
1599,11,16.3,0,3.5,20,2000,0.036,31,21,76
1600,22,13.6,0,3.1,84,1038,0.033,42,21,112
1601,11,22.7,0,2.9,38,1967,0.043,26,20,111
1603,4,16.6,0,2.8,48,1070,0.013,151,39,16
1606,17,17.2,0,4,32,1567,0.037,67,27,126
1607,21,13,0,2.7,76,528,0.015,60,50,135
1608,12,14.7,0,2.3,65,399,0.017,69,59,101
1609,1,18.2,0,1.7,51,1871,,,,53
1612,6,16,0,1.3,56,1675,0.005,65,50,37
1613,3,16.5,0,0.8,59,2000,0.026,40,26,28
1614,3,11.9,0,2.1,58,1716,0.038,75,19,22
1615,9,17.1,0,3.4,76,451,0.03,65,39,74
1619,19,18.9,0,5,40,2000,0.053,49,12,214
1620,17,25.8,0,3.2,27,1997,0.054,28,16,316
1621,23,14,0,1.4,47,2000,0.046,45,23,114
1624,0,12.2,0,1.2,50,1707,0.033,58,29,62
1625,23,19.4,0,0.3,42,1368,0.07,53,31,120
1626,3,12.2,0,2.9,41,2000,0.042,34,27,17
1627,9,16.6,0,2.7,44,1134,0.029,89,50,108
1629,19,21.6,0,3.4,36,2000,0.038,33,14,315
1630,8,15.5,0,1,83,335,0.035,51,32,61
1635,3,10.5,0,2.4,73,990,0.042,46,25,26
1638,15,17.9,0,3.2,33,1890,0.05,69,23,125
1639,12,15.3,0,3.5,27,1900,0.041,67,21,129
1640,5,13.4,0,0.9,81,1009,0.033,34,16,11
1641,23,9.9,0,3.3,69,1974,0.037,45,17,70
1642,5,17.4,0,0.9,91,390,0.02,30,24,17
1645,12,17,0,4.2,24,1987,0.036,,,146
1647,14,20.4,0,3.6,12,2000,0.047,23,13,108
1649,15,18.5,0,4.1,24,849,0.064,92,83,78
1650,4,16.1,0,0.6,60,2000,0.028,39,28,27
1652,16,17.7,0,2.3,32,1949,0.037,64,22,118
1653,6,10.7,0,2.5,99,78,0.034,32,28,5
1654,22,12.8,0,2.7,69,935,0.039,69,31,123
1655,4,14.6,0,0.6,49,2000,0.014,41,27,19
1657,20,21.8,0,4.4,40,2000,0.048,35,19,188
1660,22,18.3,0,1,37,970,0.032,169,38,172
1661,1,11.5,0,2.4,82,727,,,,63
1662,7,13.2,0,0.6,85,431,0.023,50,39,17
1663,8,8.9,0,0.9,77,613,0.005,82,40,35
1664,19,27.2,0,4.1,44,2000,0.067,47,32,331
1667,6,13.2,0,1.1,48,1897,0.008,47,35,23
1668,14,21.1,0,3.5,22,1855,0.068,46,22,127
1669,12,18.9,0,2,30,1600,0.054,58,29,148
1671,14,26.3,0,4.3,31,1060,0.09,,,190
1672,13,20.1,0,5,32,1586,0.055,52,24,134
1673,4,11,1,3.4,98,137,0.04,24,24,2
1675,15,20.9,0,4.2,33,1598,0.056,65,29,143
1676,4,8,0,0.5,66,1993,0.031,84,22,11
1677,2,9.7,0,2.6,86,448,0.005,51,51,20
1678,18,21.7,0,3.4,60,1920,0.025,37,21,24
1681,10,20.9,0,2.1,35,1944,0.031,28,19,84
1682,22,11.8,0,2.5,53,2000,0.038,44,21,147
1684,19,23.7,0,4.1,29,2000,0.062,28,17,282
1685,22,12.8,0,1.3,72,2000,0.033,31,24,133
1687,18,17.8,0,6.5,36,1353,0.054,122,19,101
1688,19,22.5,0,4.1,54,2000,0.044,34,22,228
1689,1,13.8,0,1.6,78,1351,,,,36
1690,16,19.9,0,4.8,15,1948,0.051,37,14,151
1692,2,11.3,0,1.6,71,791,0.027,74,34,66
1694,23,13.2,0,4.6,22,2000,0.038,68,17,71
1695,20,23.2,0,2.5,55,692,0.059,84,48,199
1698,0,13.6,0,1.5,29,1154,0.055,76,66,47
1699,19,19.4,0,3.1,55,649,0.03,70,58,213
1700,22,17.7,0,2.5,66,577,0.07,92,51,159
1701,18,18.8,0,2.5,52,773,0.054,75,45,279
1702,13,27.1,0,2.3,48,761,0.064,75,47,86
1704,5,11.9,0,2.1,90,228,0.005,72,60,10
1705,2,19.4,0,1.8,78,634,0.051,59,34,33
1707,22,11.7,0,1.6,41,910,0.037,79,68,114
1708,16,22.8,0,1.1,37,1296,0.039,36,30,150
1711,23,13.9,0,3.3,43,2000,0.042,23,19,57
1714,18,23.1,0,2.6,31,2000,0.039,29,15,402
1715,11,18.3,0,2.7,33,2000,0.029,25,13,133
1716,13,18.3,0,4.4,46,1996,0.053,14,15,184
1717,12,21.4,0,,44,1375,0.044,61,37,116
1720,15,13.2,1,5,86,1087,0.047,22,17,14
1721,19,16,0,3.7,28,2000,0.038,43,18,190
1725,0,16.3,0,4.5,78,499,0.044,84,30,71
1726,1,16.1,0,1.5,68,1866,,,,67
1727,16,19.3,0,4.3,65,1270,0.049,50,25,122
1729,22,14.7,0,2.4,50,2000,0.05,46,24,173
1731,16,22.5,0,5.6,23,1948,0.062,92,19,151
1733,23,19.5,0,2.7,47,1753,0.04,53,35,134
1734,22,21.9,0,3.1,65,1070,0.059,64,37,216
1735,8,4.5,0,0.1,73,510,0.023,84,81,146
1736,4,14.7,0,0.4,76,1704,0.035,34,20,31
1738,18,11.2,0,3.3,90,404,0.033,33,28,206
1739,2,17.1,0,0.8,53,956,0.026,108,65,28
1740,14,27.9,0,3.8,27,1836,0.065,51,30,115
1741,19,22.3,0,1.1,36,2000,0.056,54,28,213
1742,1,18.7,0,1.1,63,2000,,,,49
1743,8,15.3,0,1.5,68,272,0.026,142,89,163
1744,1,17.3,0,1.3,39,1050,,,,84
1746,12,25.2,0,1.7,30,1665,0.028,60,36,117
1749,17,19.6,0,4,37,2000,0.054,22,20,247
1750,6,4.9,0,1.5,67,746,0.04,67,63,24
1751,23,20.4,0,2.7,73,868,0.069,55,37,124
1752,10,14,0,3.6,29,2000,0.033,38,25,76
1753,19,17.7,0,4.1,25,1301,0.07,67,58,143
1754,13,15.8,0,6.3,27,2000,0.044,,,106
1756,19,24.6,0,1.6,49,740,0.07,80,46,193
1757,1,11.2,0,1.2,78,1982,,,,37
1758,19,15.2,0,3.7,70,588,0.031,65,51,124
1760,16,19,0,3,22,1990,0.05,55,22,118
1762,1,15.6,0,0.6,46,2000,,,,70
1763,9,19.7,0,2.7,71,718,0.052,60,38,107
1767,11,20.1,0,2.6,49,1273,0.023,51,33,87
1769,4,12.6,0,1,65,2000,0.041,32,12,7
1772,14,21.4,0,2,43,1722,0.045,39,22,132
1773,5,9,0,1.9,90,260,0.027,46,,9
1775,16,22.3,0,3.6,11,2000,0.05,17,13,149
1776,14,27.2,0,4.7,26,1866,0.068,47,27,107
1777,6,10.5,0,1.1,42,1825,0.059,60,38,20
1778,4,14.9,0,0.4,46,2000,0.028,22,16,24
1779,13,18.6,0,6,43,1980,0.046,58,16,188
1780,20,22.4,0,3.5,32,2000,0.051,33,18,274
1781,12,16.9,0,1.2,29,826,0.019,83,69,96
1782,6,9,0,2.1,90,245,0.031,37,,20
1783,14,19.5,0,4.2,38,2000,0.053,18,14,224
1784,12,16.6,0,1.9,44,1579,0.034,48,21,105
1786,23,14.3,0,2.6,60,2000,0.044,44,15,102
1787,21,19.4,0,2.3,39,2000,0.035,47,15,229
1789,1,14.1,0,1.5,62,863,,,,44
1790,5,11.5,0,2.3,71,1315,0.037,75,19,12
1791,21,22,0,3.9,66,984,0.076,64,39,237
1793,21,21.2,0,3.3,52,2000,0.032,30,21,249
1795,11,23.8,0,1.8,34,2000,0.019,32,20,108
1796,13,15.7,0,3.3,37,526,0.047,105,90,75
1800,20,11.3,0,3.6,16,2000,0.041,65,15,84
1801,22,16.2,0,2.4,65,1994,0.025,29,15,171
1803,15,25.8,0,3.2,26,1986,0.059,29,19,256
1804,20,23.2,0,2.3,37,1952,0.07,53,31,213
1805,16,26.9,0,3.7,33,1997,0.053,18,14,151
1807,14,19.2,0,5.6,16,1424,0.045,153,17,106
1809,2,17.1,0,1.7,57,2000,0.02,46,29,70
1811,7,8.3,0,1.6,55,2000,0.005,32,21,82
1812,12,18.1,0,3.5,17,1996,0.046,34,17,137
1813,7,13,0,0.8,46,1870,0.007,47,33,72
1814,17,22.8,0,3.2,58,1940,0.031,33,22,85
1815,4,18,0,1.7,66,1998,0.011,30,23,11
1816,7,10.1,0,0.8,84,757,0.019,40,33,100
1817,23,7.3,0,3.3,66,2000,0.041,27,23,53
1821,16,27.7,0,2.3,39,888,0.061,63,38,142
1823,12,19.5,0,2.1,32,2000,0.036,23,12,135
1824,6,13.4,0,1.6,80,1088,0.031,33,20,35
1825,18,20.7,0,3.1,56,1804,0.05,47,26,297
1828,17,23.5,0,4.1,17,2000,0.066,39,21,300
1829,16,23,0,2.9,26,2000,,22,8,182
1830,11,16.7,0,3.9,39,1563,0.031,45,25,95
1831,2,16.4,0,1.4,79,505,0.042,59,37,56
1832,5,15.7,0,2.4,56,1179,0.019,141,36,8
1833,19,24.4,0,3.6,39,696,0.1,93,53,247
1834,14,22.1,0,6,22,1732,0.053,66,33,243
1836,3,8.6,0,2,68,1891,0.026,85,15,19
1837,2,5.1,0,1.3,77,2000,0.018,16,,29
1838,23,14.1,0,3.1,68,475,0.032,86,52,88
1839,17,29.1,0,2.3,24,1900,0.07,42,27,213
1840,1,12.4,0,3.5,84,911,,,,57
1844,15,27.4,0,3.7,28,1237,0.091,,,318
1845,21,22.8,0,3.3,62,1319,0.067,58,38,267
1847,0,16.8,0,0.6,62,2000,0.029,35,19,94
1848,17,15.5,0,3.8,26,1372,0.068,50,42,199
1852,18,21.1,0,3.3,42,832,0.064,192,,236
1853,12,10.2,0,2.8,91,634,0.019,26,25,60
1854,7,11.2,0,1.8,52,1655,0.037,95,30,90
1855,2,14,0,,52,2000,0.044,37,20,20
1856,8,10.7,0,1.3,82,731,0.012,46,36,180
1859,23,11.4,1,1.8,98,128,0.024,21,,1
1862,9,8.7,0,1.7,63,1483,0.012,67,34,92
1863,12,23.5,0,3.4,48,1663,0.026,33,22,151
1865,2,16,0,2.8,55,864,0.083,87,50,34
1866,9,15.6,0,0.8,58,963,0.01,51,30,140
1867,15,23.5,0,2.9,53,650,0.052,75,38,115
1868,14,18.9,0,5,34,1602,0.06,60,35,112
1870,4,11.7,0,2.4,40,2000,0.042,33,25,5
1873,15,23.3,0,2.7,37,963,0.069,79,47,269
1874,5,11.2,0,2.7,38,2000,0.043,31,27,8
1876,12,19.5,0,1.5,53,1684,0.03,40,17,124
1877,9,6.4,0,0.6,62,453,0.02,90,79,87
1880,2,11,0,2.8,42,2000,0.037,32,18,33
1881,9,20.8,0,2.2,58,1095,0.039,53,30,132
1882,2,12.1,1,3.3,98,328,0.034,9,8,8
1883,9,11.2,0,1.8,44,1901,0.022,30,18,121
1884,12,22.8,0,2.5,37,1961,0.036,32,17,165
1886,6,3.3,0,1.2,83,1219,0.016,33,30,7
1887,10,21.7,0,0.9,47,1849,0.023,49,30,97
1891,9,18.5,0,3.8,58,975,0.037,35,27,133
1892,3,15.4,0,1.6,77,1104,0.036,23,18,14
1893,11,19.9,0,1.1,51,750,0.027,69,43,106
1894,0,12.5,0,1.4,32,2000,0.038,27,19,63
1895,0,20.7,0,1.4,61,2000,0.018,28,23,86
1899,21,19.1,0,2.5,66,1035,0.05,54,33,175
1901,3,9.7,0,0.2,76,841,0.005,79,40,28
1902,10,13.5,0,3.5,71,838,0.022,48,35,82
1903,6,10.9,0,3.6,39,2000,0.045,31,25,25
1904,18,15.1,0,2,76,1992,0.053,24,19,186
1906,17,23.5,0,4.9,24,2000,0.051,37,11,188
1907,6,16.1,0,2.1,73,694,0.029,41,28,37
1910,19,18.3,0,5.2,24,2000,0.067,36,21,226
1911,2,14.2,0,4.9,33,660,0.041,252,31,26
1912,17,11.4,0,2.3,79,1138,0.034,32,,74
1914,13,20.8,0,2.2,70,570,0.045,68,40,83
1915,5,18.2,0,0.6,80,715,0.058,43,29,14
1916,7,16,0,0.6,75,1159,0.032,27,18,117
1917,10,14.2,0,1.8,51,990,0.042,58,30,101
1919,5,13.5,0,1,46,1882,0.005,54,40,12
1920,4,11.5,0,2.4,64,1470,0.038,77,21,29
1921,21,20.4,0,0.1,39,2000,0.042,60,32,170
1924,14,13.8,1,4.8,74,1955,0.044,33,23,1
1928,1,10.6,0,0.2,71,844,,,,67
1929,13,17.9,0,3.4,67,1467,0.038,42,28,70
1931,3,13.7,0,2,80,1034,0.026,35,18,12
1932,4,10.1,0,0,44,2000,0.036,26,20,9
1933,10,14.7,0,1.8,66,668,0.046,69,38,66
1934,1,14.1,0,1.3,69,1970,,,,56
1936,11,16.8,0,4.2,16,1228,0.031,197,22,67
1937,21,20.8,0,3.1,35,2000,0.053,38,26,198
1938,7,9.1,0,1.8,87,266,0.011,61,51,21
1940,17,20.6,0,3.2,56,1539,0.049,52,26,183
1941,1,16.6,0,2.1,35,2000,,,,62
1944,7,17.9,0,1.6,67,1420,0.029,53,29,26
1945,5,11.7,0,2.5,85,776,0.044,58,19,11
1946,15,22.2,0,3.4,27,2000,0.05,22,10,152
1947,14,24,0,2.6,51,1946,0.042,34,26,92
1950,9,15,1,1.4,94,361,0.018,47,27,111
1952,5,9.9,0,1.4,68,840,0.036,62,35,10
1954,16,26.3,0,3.9,31,1821,0.069,55,31,188
1955,21,17,0,2.4,27,2000,0.045,44,17,127
1956,10,18.2,0,1,52,1126,0.01,51,28,96
1957,19,25.9,0,7,25,1246,0.098,73,42,280
1958,14,21.6,0,4.5,27,2000,0.049,20,10,150
1960,2,8.8,0,2.3,68,1910,0.031,84,14,23
1961,7,10.1,0,0.9,29,1078,0.038,223,22,13
1962,13,24.7,0,2.4,30,1461,0.063,77,39,199
1964,20,15,0,4.4,35,2000,0.052,49,18,170
1965,21,19.2,0,4.1,23,2000,0.051,38,20,166
1966,2,17.6,0,2.3,34,2000,0.055,46,20,43
1968,18,25.2,0,4.9,25,2000,0.064,,,332
1969,4,9.4,0,1.4,82,528,0.013,80,39,9
1970,9,17,0,0.4,59,318,0.021,143,86,91
1971,3,9.4,0,0.9,87,387,0.006,45,,8
1972,23,17.7,0,1.1,92,418,0.009,34,27,42
1974,0,18.8,0,2.9,31,2000,0.061,53,22,69
1977,21,10.8,0,3.3,77,1377,0.029,47,29,144
1978,15,23.9,0,3.4,40,1259,0.067,66,43,302
1979,4,9.2,0,1.8,88,312,0.018,47,46,10
1980,4,12.9,0,2.4,44,2000,0.039,17,10,19
1981,11,12.5,0,3.6,42,1104,0.006,79,62,23
1982,11,13.3,0,1.6,40,1569,0.018,74,32,84
1983,3,15.8,0,3.1,60,722,0.082,83,52,31
1984,15,18.1,0,1.8,31,1865,0.029,67,24,98
1985,7,19.5,0,3.3,67,620,0.06,73,47,90
1986,0,9.9,0,1.4,86,620,0.01,40,,47
1987,11,15.6,0,2.7,49,1345,0.016,85,38,99
1988,3,10.3,0,2.4,20,2000,0.043,64,19,16
1989,11,18.3,0,0.8,58,941,0.018,56,24,88
1991,7,10.1,0,1.1,42,1913,0.05,59,36,82
1992,11,11.7,0,2,47,513,0.031,95,86,55
1994,1,15.1,0,1.3,35,2000,,,,40
1995,6,15.4,0,1.7,57,1234,0.031,119,27,11
1996,0,14,0,2.2,61,2000,0.036,44,17,63
1998,22,20.9,0,4.3,70,839,0.073,61,38,139
2000,12,12.3,0,2,41,1332,0.025,43,39,149
2002,12,20.7,0,2.7,70,625,0.053,68,39,93
2003,16,21.4,0,3.8,21,1022,0.076,74,67,110
2005,1,17.7,0,1,43,1338,,,,69
2006,10,15.5,0,1.9,53,632,0.017,82,42,106
2007,19,21.7,0,2.2,12,2000,0.052,17,10,214
2008,12,17.1,0,5.6,52,2000,0.043,39,32,139
2009,0,15.8,0,3,76,389,0.065,93,55,90
2011,22,20.3,0,0.9,49,730,0.072,104,59,226
2012,10,15.7,0,2.7,61,1203,0.035,42,26,79
2014,21,9.2,0,2.3,48,1931,0.037,46,37,57
2015,8,9.1,0,2.2,53,1939,0.013,34,15,200
2016,19,16.2,0,3.5,31,950,0.06,,,167
2018,16,19.8,0,4.2,48,892,0.071,63,37,140
2019,11,17.5,0,3.1,56,1237,0.043,106,19,91
2020,23,10.9,0,1.6,45,908,0.036,80,73,62
2022,20,16.1,0,4.3,24,2000,0.045,47,15,169
2024,15,26.3,0,3.4,36,2000,0.057,24,17,123
2025,17,18.2,0,4.6,28,925,0.07,72,59,132
2027,8,10.1,0,1.6,54,1967,0.031,81,22,159
2028,17,25.7,0,3.5,35,1951,0.069,51,27,200
2029,21,18.8,0,0.6,14,2000,0.028,21,13,194
2030,7,16.1,0,1.3,64,1522,0.025,38,26,26
2031,18,19.7,0,5.7,35,2000,0.052,54,17,280
2032,8,9.3,0,0.2,67,661,0.033,70,38,43
2033,14,22.9,0,1.8,54,666,0.047,98,34,116
2034,9,13.4,0,3.2,29,2000,0.033,42,23,115
2035,23,18,0,1.7,34,2000,0.043,27,18,186
2036,11,17.2,0,0.2,52,1114,0.01,124,31,65
2038,0,10.5,0,3.4,59,1990,0.044,46,23,58
2040,22,19.6,0,2.8,42,2000,0.056,41,26,245
2042,3,17.8,0,0.8,91,330,0.005,31,23,29
2043,3,17.1,0,1.4,50,1718,0.004,72,44,24
2044,17,28,0,3.4,37,1114,0.068,61,42,187
2045,0,19.2,0,1.6,62,1976,0.033,35,29,75
2047,1,12.6,0,2.4,48,1805,,,,43
2048,19,23.3,0,3.5,40,1942,0.041,55,29,227
2049,17,19.9,0,4.5,34,1822,0.059,53,33,154
2051,21,17.3,0,3.2,63,2000,0.027,36,17,230
2052,15,27.4,0,3.8,23,1957,0.067,47,22,104
2053,4,18.5,0,1.2,80,724,0.061,43,27,13
2054,11,20.6,0,3.5,63,1420,0.05,37,24,103
2055,14,19.1,0,2.2,67,1181,0.042,36,25,82
2056,23,13.1,0,2.1,31,2000,0.036,31,13,98
2057,19,16.6,0,5,25,2000,0.048,54,18,199
2058,22,10.4,0,3,70,2000,0.037,48,19,110
2059,0,11.1,0,1.4,39,1931,0.015,102,24,62
2061,11,12,0,2.1,76,342,0.017,66,60,87
2062,8,16.1,0,1,55,945,0.024,54,35,54
2063,2,15.8,0,1.4,39,2000,0.029,21,16,51
2064,10,17.3,0,1,41,1757,0.007,70,40,13
2065,4,17,0,1.7,72,1983,0.007,34,23,15
2066,11,10.1,0,1.5,59,990,0.015,39,,78
2068,15,23.3,0,3.6,45,680,0.074,220,51,108
2070,14,16.5,0,3.8,20,2000,0.037,52,25,113
2071,3,18.8,0,0.5,54,2000,0.019,29,22,34
2073,15,19.6,0,4.1,53,1995,0.041,39,13,125
2075,8,10.6,0,0.7,22,974,0.026,214,21,34
2076,2,10.3,0,0.3,76,798,0.004,83,38,32
2077,5,7.4,0,1.8,57,813,0.004,78,71,12
2078,10,15.8,0,5,55,1903,0.042,48,15,84
2080,8,16.3,0,1.9,49,2000,0.027,28,19,37
2081,3,11.3,0,1.3,82,602,0.049,62,33,25
2082,0,20.6,0,2,71,827,0.047,60,35,80
2084,17,22.2,0,5.7,18,1948,0.06,88,21,158
2086,1,11.5,0,3.2,23,2000,,,,42
2088,12,24,0,1.5,34,838,0.037,96,47,94
2089,11,23.3,0,1.2,53,1650,0.021,29,16,119
2090,18,27.5,0,3.8,47,1507,0.083,64,40,398
2091,9,11.9,0,0.8,45,965,0.005,69,58,59
2092,13,15.5,0,1.3,33,1716,0.018,82,28,80
2095,4,10.7,0,2.2,45,1783,0.027,102,25,13
2096,20,14,0,2.9,35,910,0.061,,,117
2098,21,14.2,0,3.4,83,952,0.033,44,23,120
2099,6,15.1,0,0.3,88,415,0.05,60,34,14
2100,20,14.2,0,3.6,33,2000,0.035,42,20,138
2101,19,12.7,0,3.5,34,1250,0.065,75,62,87
2102,12,16,0,2.3,39,1834,0.034,39,23,121
2105,17,27.6,0,3.5,39,1963,0.052,27,17,222
2106,22,12.3,0,3.3,57,1580,0.05,53,22,118
2109,12,25.6,0,1.8,29,869,0.032,73,33,129
2111,15,13.2,0,4.6,34,1954,0.051,22,21,104
2112,11,14.5,0,2.7,41,1995,0.031,29,17,78
2113,13,11.7,0,4.4,51,2000,0.037,22,22,103
2114,22,18.1,0,4.6,73,1796,0.039,27,,143
2116,10,21.1,0,1.4,40,1855,0.03,45,27,81
2118,7,9.6,0,0.9,73,827,0.021,59,30,16
2119,17,16.3,1,5.9,88,492,0.059,38,22,92
2120,5,15.8,0,0.9,68,851,0.048,52,33,19
2121,8,8.6,0,2,89,223,0.01,74,64,34
2122,9,18.8,0,0.5,49,1132,0.027,39,23,75
2123,23,17.5,0,3.1,78,1323,0.043,26,22,102
2124,0,19.9,0,0.8,73,314,0.041,97,56,90
2126,3,12.1,0,3.2,85,679,0.043,54,21,17
2128,6,8.5,0,1.5,55,2000,0.036,31,18,29
2129,3,12.1,0,3,40,1436,0.066,71,44,13
2130,5,15.7,0,1.2,63,688,0.026,118,74,7
2131,20,19.6,0,1.7,66,1142,0.053,54,33,171
2132,0,18.8,0,2.5,51,1638,0.051,51,35,106
2136,2,17.7,0,2.1,54,1609,0.055,48,31,53
2137,19,12.4,0,4.5,15,2000,0.044,63,15,136
2138,18,28.1,0,4.4,25,862,0.125,94,53,300
2139,21,12.5,0,4,73,1264,0.051,57,27,91
2140,22,14.1,0,3,37,1722,0.057,57,31,144
2142,17,29.2,0,3.9,25,769,0.112,69,38,324
2144,3,17.4,0,1,52,2000,0.029,38,27,31
2150,7,12.4,0,2.3,67,2000,0.023,43,15,104
2151,5,19,0,1.7,65,517,0.035,94,55,14
2152,20,14,0,4.3,44,2000,0.043,48,19,150
2153,15,27.4,0,1.7,23,1661,0.076,75,33,218
2154,18,20.3,0,4.7,25,1994,0.053,43,20,242
2155,0,12.3,0,3.7,35,2000,0.037,34,17,66
2156,15,20.2,0,3.8,75,547,0.039,65,43,105
2157,14,28.4,0,1.9,20,1346,0.082,78,38,179
2158,23,18.2,0,1.3,70,738,0.036,58,34,141
2159,21,14.8,0,3.7,44,2000,0.042,23,16,120
2160,21,21.5,0,2.9,44,1970,0.063,52,33,239
2161,2,11.4,1,0.9,89,289,0.017,67,57,5
2162,23,14.5,0,1.8,68,1794,0.034,43,20,119
2163,20,21.5,0,1,33,2000,0.049,60,32,201
2164,2,9.2,0,0.4,62,1882,0.04,49,18,24
2167,15,26.3,0,4.3,39,1925,0.062,37,23,272
2168,19,10.6,0,0.8,84,1091,0.033,23,22,114
2169,4,10.2,0,1.3,63,1378,0.033,58,29,11
2170,15,23.1,0,4.3,23,1798,0.064,54,29,266
2171,3,18.1,0,0.8,77,272,0.008,112,69,26
2172,4,8.7,0,1,66,1802,0.044,46,18,8
2173,18,24.8,0,3.6,33,1262,0.084,113,49,303
2174,4,16.8,0,1.6,53,2000,0.031,37,27,21
2175,3,10.8,0,3.8,45,2000,0.039,34,19,20
2176,5,18.3,0,1.9,54,2000,0.009,30,21,22
2178,21,20.7,0,3.7,37,1395,0.082,71,36,216
